age,gender,occupation,time_bp,time_dp,travel_time,easeof_online,home_env,prod_inc,sleep_bal,new_skill,fam_connect,relaxed,self_time,like_hw,dislike_hw,prefer,certaindays_hw
50-60,Female,Working Professional,7,9,0.5,4,4,-0.5,-0.5,-0.5,-1.0,-0.5,-0.5,100,1111,Physical,No
40-50,Female,Working Professional,7,7,0.5,1,3,0.5,0.5,0.5,0.5,0.5,0.5,1000,1000,Remote,Yes
26-32,Female,Working Professional,9,7,0.5,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1100,1000,Remote,Yes
26-32,Female,Working Professional,9,7,0.5,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1100,1000,Remote,Yes
33-40,Female,Medical Professional,5,7,1.5,4,4,-0.5,0.0,-0.5,0.5,-0.5,0.0,100,1011,Physical,Maybe
40-50,Female,Entrepreneur,9,9,0.5,2,1,0.5,-0.5,-0.5,0.5,0.0,0.0,10,1,Physical,Yes
33-40,Male,Working Professional,7,5,1.5,4,3,-1.0,0.5,0.0,1.0,0.5,0.0,100,1,Physical,No
26-32,Male,Working Professional,9,11,0.5,1,5,1.0,-1.0,0.5,0.5,0.0,0.0,1111,1111,Physical,Yes
50-60,Female,Working Professional,7,9,0.5,4,4,-0.5,-0.5,-0.5,-1.0,-0.5,-0.5,100,1111,Physical,No
40-50,Female,Working Professional,7,7,0.5,1,3,0.5,0.5,0.5,0.5,0.5,0.5,1000,1000,Remote,Yes
26-32,Female,Working Professional,9,7,0.5,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1100,1000,Remote,Yes
26-32,Female,Working Professional,9,7,0.5,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1100,1000,Remote,Yes
33-40,Female,Medical Professional,5,7,1.5,4,4,-0.5,0.0,-0.5,0.5,-0.5,0.0,100,1011,Physical,Maybe
40-50,Female,Entrepreneur,9,9,0.5,2,1,0.5,-0.5,-0.5,0.5,0.0,0.0,10,1,Physical,Yes
33-40,Male,Working Professional,7,5,1.5,4,3,-1.0,0.5,0.0,1.0,0.5,0.0,100,1,Physical,No
26-32,Male,Working Professional,9,11,0.5,1,5,1.0,-1.0,0.5,0.5,0.0,0.0,1111,1111,Physical,Yes
50-60,Female,Working Professional,7,9,0.5,4,4,-0.5,-0.5,-0.5,-1.0,-0.5,-0.5,100,1111,Physical,No
40-50,Female,Working Professional,7,7,0.5,1,3,0.5,0.5,0.5,0.5,0.5,0.5,1000,1000,Remote,Yes
26-32,Female,Working Professional,9,7,0.5,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1100,1000,Remote,Yes
26-32,Female,Working Professional,9,7,0.5,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1100,1000,Remote,Yes
33-40,Female,Medical Professional,5,7,1.5,4,4,-0.5,0.0,-0.5,0.5,-0.5,0.0,100,1011,Physical,Maybe
40-50,Female,Entrepreneur,9,9,0.5,2,1,0.5,-0.5,-0.5,0.5,0.0,0.0,10,1,Physical,Yes
33-40,Male,Working Professional,7,5,1.5,4,3,-1.0,0.5,0.0,1.0,0.5,0.0,100,1,Physical,No
26-32,Male,Working Professional,9,11,0.5,1,5,1.0,-1.0,0.5,0.5,0.0,0.0,1111,1111,Physical,Yes
50-60,Female,Working Professional,7,9,0.5,4,4,-0.5,-0.5,-0.5,-1.0,-0.5,-0.5,100,1111,Physical,No
40-50,Female,Working Professional,7,7,0.5,1,3,0.5,0.5,0.5,0.5,0.5,0.5,1000,1000,Remote,Yes
26-32,Female,Working Professional,9,7,0.5,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1100,1000,Remote,Yes
26-32,Female,Working Professional,9,7,0.5,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1100,1000,Remote,Yes
33-40,Female,Medical Professional,5,7,1.5,4,4,-0.5,0.0,-0.5,0.5,-0.5,0.0,100,1011,Physical,Maybe
40-50,Female,Entrepreneur,9,9,0.5,2,1,0.5,-0.5,-0.5,0.5,0.0,0.0,10,1,Physical,Yes
33-40,Male,Working Professional,7,5,1.5,4,3,-1.0,0.5,0.0,1.0,0.5,0.0,100,1,Physical,No
26-32,Male,Working Professional,9,11,0.5,1,5,1.0,-1.0,0.5,0.5,0.0,0.0,1111,1111,Physical,Yes
50-60,Female,Working Professional,7,9,0.5,4,4,-0.5,-0.5,-0.5,-1.0,-0.5,-0.5,100,1111,Physical,No
40-50,Female,Working Professional,7,7,0.5,1,3,0.5,0.5,0.5,0.5,0.5,0.5,1000,1000,Remote,Yes
26-32,Female,Working Professional,9,7,0.5,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1100,1000,Remote,Yes
26-32,Female,Working Professional,9,7,0.5,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1100,1000,Remote,Yes
33-40,Female,Medical Professional,5,7,1.5,4,4,-0.5,0.0,-0.5,0.5,-0.5,0.0,100,1011,Physical,Maybe
40-50,Female,Entrepreneur,9,9,0.5,2,1,0.5,-0.5,-0.5,0.5,0.0,0.0,10,1,Physical,Yes
33-40,Male,Working Professional,7,5,1.5,4,3,-1.0,0.5,0.0,1.0,0.5,0.0,100,1,Physical,No
26-32,Male,Working Professional,9,11,0.5,1,5,1.0,-1.0,0.5,0.5,0.0,0.0,1111,1111,Physical,Yes
50-60,Female,Working Professional,7,9,0.5,4,4,-0.5,-0.5,-0.5,-1.0,-0.5,-0.5,100,1111,Physical,No
40-50,Female,Working Professional,7,7,0.5,1,3,0.5,0.5,0.5,0.5,0.5,0.5,1000,1000,Remote,Yes
26-32,Female,Working Professional,9,7,0.5,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1100,1000,Remote,Yes
26-32,Female,Working Professional,9,7,0.5,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1100,1000,Remote,Yes
33-40,Female,Medical Professional,5,7,1.5,4,4,-0.5,0.0,-0.5,0.5,-0.5,0.0,100,1011,Physical,Maybe
40-50,Female,Entrepreneur,9,9,0.5,2,1,0.5,-0.5,-0.5,0.5,0.0,0.0,10,1,Physical,Yes
33-40,Male,Working Professional,7,5,1.5,4,3,-1.0,0.5,0.0,1.0,0.5,0.0,100,1,Physical,No
26-32,Male,Working Professional,9,11,0.5,1,5,1.0,-1.0,0.5,0.5,0.0,0.0,1111,1111,Physical,Yes
50-60,Female,Working Professional,7,9,0.5,4,4,-0.5,-0.5,-0.5,-1.0,-0.5,-0.5,100,1111,Physical,No
40-50,Female,Working Professional,7,7,0.5,1,3,0.5,0.5,0.5,0.5,0.5,0.5,1000,1000,Remote,Yes
60+,Male,Currently Out of Work,9,5,1.5,4,3,-1.0,1.0,1.0,1.0,1.0,1.0,1110,1,Physical,No
50-60,Female,Homemaker,5,12,0.5,1,2,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,110,1,Remote,Maybe
26-32,Female,Entrepreneur,5,9,1.5,2,2,0.5,0.5,1.0,1.0,1.0,0.0,1110,101,Remote,Yes
26-32,Male,Working Professional,7,9,1.5,1,1,0.5,0.5,1.0,1.0,0.0,0.5,100,101,Physical,Maybe
40-50,Female,Working Professional,9,9,2.5,2,2,0.0,0.0,0.5,0.5,0.5,0.5,1110,111,Physical,Yes
26-32,Female,Working Professional,9,7,0.5,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1100,1000,Remote,Yes
33-40,Female,Medical Professional,5,7,1.5,4,4,-0.5,0.0,-0.5,0.5,-0.5,0.0,100,1011,Physical,Maybe
40-50,Female,Entrepreneur,9,9,0.5,2,1,0.5,-0.5,-0.5,0.5,0.0,0.0,10,1,Physical,Yes
33-40,Male,Working Professional,7,5,1.5,4,3,-1.0,0.5,0.0,1.0,0.5,0.0,100,1,Physical,No
26-32,Male,Working Professional,9,11,0.5,1,5,1.0,-1.0,0.5,0.5,0.0,0.0,1111,1111,Physical,Yes
50-60,Female,Working Professional,7,9,0.5,4,4,-0.5,-0.5,-0.5,-1.0,-0.5,-0.5,100,1111,Physical,No
40-50,Female,Working Professional,7,7,0.5,1,3,0.5,0.5,0.5,0.5,0.5,0.5,1000,1000,Remote,Yes
60+,Male,Currently Out of Work,9,5,1.5,4,3,-1.0,1.0,1.0,1.0,1.0,1.0,1110,1,Physical,No
50-60,Female,Homemaker,5,12,0.5,1,2,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,110,1,Remote,Maybe
26-32,Female,Entrepreneur,5,9,1.5,2,2,0.5,0.5,1.0,1.0,1.0,0.0,1110,101,Remote,Yes
26-32,Male,Working Professional,7,9,1.5,1,1,0.5,0.5,1.0,1.0,0.0,0.5,100,101,Physical,Maybe
40-50,Female,Working Professional,9,9,2.5,2,2,0.0,0.0,0.5,0.5,0.5,0.5,1110,111,Physical,Yes
26-32,Female,Working Professional,9,7,0.5,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1100,1000,Remote,Yes
33-40,Female,Medical Professional,5,7,1.5,4,4,-0.5,0.0,-0.5,0.5,-0.5,0.0,100,1011,Physical,Maybe
40-50,Female,Entrepreneur,9,9,0.5,2,1,0.5,-0.5,-0.5,0.5,0.0,0.0,10,1,Physical,Yes
33-40,Male,Working Professional,7,5,1.5,4,3,-1.0,0.5,0.0,1.0,0.5,0.0,100,1,Physical,No
26-32,Male,Working Professional,9,11,0.5,1,5,1.0,-1.0,0.5,0.5,0.0,0.0,1111,1111,Physical,Yes
50-60,Female,Working Professional,7,9,0.5,4,4,-0.5,-0.5,-0.5,-1.0,-0.5,-0.5,100,1111,Physical,No
40-50,Female,Working Professional,7,7,0.5,1,3,0.5,0.5,0.5,0.5,0.5,0.5,1000,1000,Remote,Yes
60+,Male,Currently Out of Work,9,5,1.5,4,3,-1.0,1.0,1.0,1.0,1.0,1.0,1110,1,Physical,No
50-60,Female,Homemaker,5,12,0.5,1,2,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,110,1,Remote,Maybe
26-32,Female,Entrepreneur,5,9,1.5,2,2,0.5,0.5,1.0,1.0,1.0,0.0,1110,101,Remote,Yes
26-32,Male,Working Professional,7,9,1.5,1,1,0.5,0.5,1.0,1.0,0.0,0.5,100,101,Physical,Maybe
40-50,Female,Working Professional,9,9,2.5,2,2,0.0,0.0,0.5,0.5,0.5,0.5,1110,111,Physical,Yes
26-32,Female,Working Professional,9,7,0.5,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1100,1000,Remote,Yes
33-40,Female,Medical Professional,5,7,1.5,4,4,-0.5,0.0,-0.5,0.5,-0.5,0.0,100,1011,Physical,Maybe
40-50,Female,Entrepreneur,9,9,0.5,2,1,0.5,-0.5,-0.5,0.5,0.0,0.0,10,1,Physical,Yes
33-40,Male,Working Professional,7,5,1.5,4,3,-1.0,0.5,0.0,1.0,0.5,0.0,100,1,Physical,No
26-32,Male,Working Professional,9,11,0.5,1,5,1.0,-1.0,0.5,0.5,0.0,0.0,1111,1111,Physical,Yes
50-60,Female,Working Professional,7,9,0.5,4,4,-0.5,-0.5,-0.5,-1.0,-0.5,-0.5,100,1111,Physical,No
40-50,Female,Working Professional,7,7,0.5,1,3,0.5,0.5,0.5,0.5,0.5,0.5,1000,1000,Remote,Yes
60+,Male,Currently Out of Work,9,5,1.5,4,3,-1.0,1.0,1.0,1.0,1.0,1.0,1110,1,Physical,No
50-60,Female,Homemaker,5,12,0.5,1,2,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,110,1,Remote,Maybe
26-32,Female,Entrepreneur,5,9,1.5,2,2,0.5,0.5,1.0,1.0,1.0,0.0,1110,101,Remote,Yes
26-32,Male,Working Professional,7,9,1.5,1,1,0.5,0.5,1.0,1.0,0.0,0.5,100,101,Physical,Maybe
40-50,Female,Working Professional,9,9,2.5,2,2,0.0,0.0,0.5,0.5,0.5,0.5,1110,111,Physical,Yes
26-32,Female,Working Professional,9,7,0.5,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1100,1000,Remote,Yes
33-40,Female,Medical Professional,5,7,1.5,4,4,-0.5,0.0,-0.5,0.5,-0.5,0.0,100,1011,Physical,Maybe
40-50,Female,Entrepreneur,9,9,0.5,2,1,0.5,-0.5,-0.5,0.5,0.0,0.0,10,1,Physical,Yes
33-40,Male,Working Professional,7,5,1.5,4,3,-1.0,0.5,0.0,1.0,0.5,0.0,100,1,Physical,No
26-32,Male,Working Professional,9,11,0.5,1,5,1.0,-1.0,0.5,0.5,0.0,0.0,1111,1111,Physical,Yes
50-60,Female,Working Professional,7,9,0.5,4,4,-0.5,-0.5,-0.5,-1.0,-0.5,-0.5,100,1111,Physical,No
40-50,Female,Working Professional,7,7,0.5,1,3,0.5,0.5,0.5,0.5,0.5,0.5,1000,1000,Remote,Yes
60+,Male,Currently Out of Work,9,5,1.5,4,3,-1.0,1.0,1.0,1.0,1.0,1.0,1110,1,Physical,No
50-60,Female,Homemaker,5,12,0.5,1,2,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,110,1,Remote,Maybe
26-32,Female,Entrepreneur,5,9,1.5,2,2,0.5,0.5,1.0,1.0,1.0,0.0,1110,101,Remote,Yes
26-32,Male,Working Professional,7,9,1.5,1,1,0.5,0.5,1.0,1.0,0.0,0.5,100,101,Physical,Maybe
40-50,Female,Working Professional,9,9,2.5,2,2,0.0,0.0,0.5,0.5,0.5,0.5,1110,111,Physical,Yes
26-32,Female,Working Professional,9,7,0.5,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1100,1000,Remote,Yes
33-40,Female,Medical Professional,5,7,1.5,4,4,-0.5,0.0,-0.5,0.5,-0.5,0.0,100,1011,Physical,Maybe
40-50,Female,Entrepreneur,9,9,0.5,2,1,0.5,-0.5,-0.5,0.5,0.0,0.0,10,1,Physical,Yes
33-40,Male,Working Professional,7,5,1.5,4,3,-1.0,0.5,0.0,1.0,0.5,0.0,100,1,Physical,No
26-32,Male,Working Professional,9,11,0.5,1,5,1.0,-1.0,0.5,0.5,0.0,0.0,1111,1111,Physical,Yes
50-60,Female,Working Professional,7,9,0.5,4,4,-0.5,-0.5,-0.5,-1.0,-0.5,-0.5,100,1111,Physical,No
40-50,Female,Working Professional,7,7,0.5,1,3,0.5,0.5,0.5,0.5,0.5,0.5,1000,1000,Remote,Yes
60+,Male,Currently Out of Work,9,5,1.5,4,3,-1.0,1.0,1.0,1.0,1.0,1.0,1110,1,Physical,No
50-60,Female,Homemaker,5,12,0.5,1,2,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,110,1,Remote,Maybe
26-32,Female,Entrepreneur,5,9,1.5,2,2,0.5,0.5,1.0,1.0,1.0,0.0,1110,101,Remote,Yes
26-32,Male,Working Professional,7,9,1.5,1,1,0.5,0.5,1.0,1.0,0.0,0.5,100,101,Physical,Maybe
40-50,Female,Working Professional,9,9,2.5,2,2,0.0,0.0,0.5,0.5,0.5,0.5,1110,111,Physical,Yes
26-32,Female,Working Professional,9,7,0.5,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1100,1000,Remote,Yes
33-40,Female,Medical Professional,5,7,1.5,4,4,-0.5,0.0,-0.5,0.5,-0.5,0.0,100,1011,Physical,Maybe
40-50,Female,Entrepreneur,9,9,0.5,2,1,0.5,-0.5,-0.5,0.5,0.0,0.0,10,1,Physical,Yes
33-40,Male,Working Professional,7,5,1.5,4,3,-1.0,0.5,0.0,1.0,0.5,0.0,100,1,Physical,No
26-32,Male,Working Professional,9,11,0.5,1,5,1.0,-1.0,0.5,0.5,0.0,0.0,1111,1111,Physical,Yes
50-60,Female,Working Professional,7,9,0.5,4,4,-0.5,-0.5,-0.5,-1.0,-0.5,-0.5,100,1111,Physical,No
40-50,Female,Working Professional,7,7,0.5,1,3,0.5,0.5,0.5,0.5,0.5,0.5,1000,1000,Remote,Yes
60+,Male,Currently Out of Work,9,5,1.5,4,3,-1.0,1.0,1.0,1.0,1.0,1.0,1110,1,Physical,No
50-60,Female,Homemaker,5,12,0.5,1,2,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,110,1,Remote,Maybe
26-32,Female,Entrepreneur,5,9,1.5,2,2,0.5,0.5,1.0,1.0,1.0,0.0,1110,101,Remote,Yes
26-32,Male,Working Professional,7,9,1.5,1,1,0.5,0.5,1.0,1.0,0.0,0.5,100,101,Physical,Maybe
40-50,Female,Working Professional,9,9,2.5,2,2,0.0,0.0,0.5,0.5,0.5,0.5,1110,111,Physical,Yes
50-60,Female,Homemaker,4,4,0.5,1,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1000,1,Physical,No
33-40,Male,Working Professional,7,5,1.5,4,3,-1.0,0.5,0.0,1.0,0.5,0.0,100,1,Physical,No
26-32,Male,Working Professional,9,11,0.5,1,5,1.0,-1.0,0.5,0.5,0.0,0.0,1111,1111,Physical,Yes
50-60,Female,Working Professional,7,9,0.5,4,4,-0.5,-0.5,-0.5,-1.0,-0.5,-0.5,100,1111,Physical,No
40-50,Female,Working Professional,7,7,0.5,1,3,0.5,0.5,0.5,0.5,0.5,0.5,1000,1000,Remote,Yes
60+,Male,Currently Out of Work,9,5,1.5,4,3,-1.0,1.0,1.0,1.0,1.0,1.0,1110,1,Physical,No
50-60,Female,Homemaker,5,12,0.5,1,2,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,110,1,Remote,Maybe
26-32,Female,Entrepreneur,5,9,1.5,2,2,0.5,0.5,1.0,1.0,1.0,0.0,1110,101,Remote,Yes
26-32,Male,Working Professional,7,9,1.5,1,1,0.5,0.5,1.0,1.0,0.0,0.5,100,101,Physical,Maybe
40-50,Female,Working Professional,9,9,2.5,2,2,0.0,0.0,0.5,0.5,0.5,0.5,1110,111,Physical,Yes
26-32,Female,Entrepreneur,5,9,1.5,2,2,0.5,0.5,1.0,1.0,1.0,0.0,1110,101,Remote,Yes
26-32,Male,Working Professional,7,9,1.5,1,1,0.5,0.5,1.0,1.0,0.0,0.5,100,101,Physical,Maybe
40-50,Female,Working Professional,9,9,2.5,2,2,0.0,0.0,0.5,0.5,0.5,0.5,1110,111,Physical,Yes
50-60,Female,Homemaker,4,4,0.5,1,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1000,1,Physical,No
33-40,Male,Working Professional,7,5,1.5,4,3,-1.0,0.5,0.0,1.0,0.5,0.0,100,1,Physical,No
26-32,Male,Working Professional,9,11,0.5,1,5,1.0,-1.0,0.5,0.5,0.0,0.0,1111,1111,Physical,Yes
50-60,Female,Working Professional,7,9,0.5,4,4,-0.5,-0.5,-0.5,-1.0,-0.5,-0.5,100,1111,Physical,No
40-50,Female,Working Professional,7,7,0.5,1,3,0.5,0.5,0.5,0.5,0.5,0.5,1000,1000,Remote,Yes
60+,Male,Currently Out of Work,9,5,1.5,4,3,-1.0,1.0,1.0,1.0,1.0,1.0,1110,1,Physical,No
50-60,Female,Homemaker,5,12,0.5,1,2,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,110,1,Remote,Maybe
26-32,Female,Entrepreneur,5,9,1.5,2,2,0.5,0.5,1.0,1.0,1.0,0.0,1110,101,Remote,Yes
26-32,Male,Working Professional,7,9,1.5,1,1,0.5,0.5,1.0,1.0,0.0,0.5,100,101,Physical,Maybe
40-50,Female,Working Professional,9,9,2.5,2,2,0.0,0.0,0.5,0.5,0.5,0.5,1110,111,Physical,Yes
26-32,Female,Entrepreneur,5,9,1.5,2,2,0.5,0.5,1.0,1.0,1.0,0.0,1110,101,Remote,Yes
26-32,Male,Working Professional,7,9,1.5,1,1,0.5,0.5,1.0,1.0,0.0,0.5,100,101,Physical,Maybe
40-50,Female,Working Professional,9,9,2.5,2,2,0.0,0.0,0.5,0.5,0.5,0.5,1110,111,Physical,Yes
50-60,Female,Homemaker,4,4,0.5,1,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1000,1,Physical,No
33-40,Male,Working Professional,7,5,1.5,4,3,-1.0,0.5,0.0,1.0,0.5,0.0,100,1,Physical,No
26-32,Male,Working Professional,9,11,0.5,1,5,1.0,-1.0,0.5,0.5,0.0,0.0,1111,1111,Physical,Yes
50-60,Female,Working Professional,7,9,0.5,4,4,-0.5,-0.5,-0.5,-1.0,-0.5,-0.5,100,1111,Physical,No
40-50,Female,Working Professional,7,7,0.5,1,3,0.5,0.5,0.5,0.5,0.5,0.5,1000,1000,Remote,Yes
60+,Male,Currently Out of Work,9,5,1.5,4,3,-1.0,1.0,1.0,1.0,1.0,1.0,1110,1,Physical,No
50-60,Female,Homemaker,5,12,0.5,1,2,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,110,1,Remote,Maybe
26-32,Female,Entrepreneur,5,9,1.5,2,2,0.5,0.5,1.0,1.0,1.0,0.0,1110,101,Remote,Yes
26-32,Male,Working Professional,7,9,1.5,1,1,0.5,0.5,1.0,1.0,0.0,0.5,100,101,Physical,Maybe
40-50,Female,Working Professional,9,9,2.5,2,2,0.0,0.0,0.5,0.5,0.5,0.5,1110,111,Physical,Yes
26-32,Female,Entrepreneur,5,9,1.5,2,2,0.5,0.5,1.0,1.0,1.0,0.0,1110,101,Remote,Yes
26-32,Male,Working Professional,7,9,1.5,1,1,0.5,0.5,1.0,1.0,0.0,0.5,100,101,Physical,Maybe
40-50,Female,Working Professional,9,9,2.5,2,2,0.0,0.0,0.5,0.5,0.5,0.5,1110,111,Physical,Yes
50-60,Female,Homemaker,4,4,0.5,1,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1000,1,Physical,No
33-40,Male,Working Professional,7,5,1.5,4,3,-1.0,0.5,0.0,1.0,0.5,0.0,100,1,Physical,No
26-32,Male,Working Professional,9,11,0.5,1,5,1.0,-1.0,0.5,0.5,0.0,0.0,1111,1111,Physical,Yes
50-60,Female,Working Professional,7,9,0.5,4,4,-0.5,-0.5,-0.5,-1.0,-0.5,-0.5,100,1111,Physical,No
40-50,Female,Working Professional,7,7,0.5,1,3,0.5,0.5,0.5,0.5,0.5,0.5,1000,1000,Remote,Yes
60+,Male,Currently Out of Work,9,5,1.5,4,3,-1.0,1.0,1.0,1.0,1.0,1.0,1110,1,Physical,No
50-60,Female,Homemaker,5,12,0.5,1,2,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,110,1,Remote,Maybe
26-32,Female,Entrepreneur,5,9,1.5,2,2,0.5,0.5,1.0,1.0,1.0,0.0,1110,101,Remote,Yes
26-32,Male,Working Professional,7,9,1.5,1,1,0.5,0.5,1.0,1.0,0.0,0.5,100,101,Physical,Maybe
40-50,Female,Working Professional,9,9,2.5,2,2,0.0,0.0,0.5,0.5,0.5,0.5,1110,111,Physical,Yes
26-32,Female,Entrepreneur,5,9,1.5,2,2,0.5,0.5,1.0,1.0,1.0,0.0,1110,101,Remote,Yes
26-32,Male,Working Professional,7,9,1.5,1,1,0.5,0.5,1.0,1.0,0.0,0.5,100,101,Physical,Maybe
40-50,Female,Working Professional,9,9,2.5,2,2,0.0,0.0,0.5,0.5,0.5,0.5,1110,111,Physical,Yes
50-60,Female,Homemaker,4,4,0.5,1,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1000,1,Physical,No
33-40,Male,Working Professional,7,5,1.5,4,3,-1.0,0.5,0.0,1.0,0.5,0.0,100,1,Physical,No
26-32,Male,Working Professional,9,11,0.5,1,5,1.0,-1.0,0.5,0.5,0.0,0.0,1111,1111,Physical,Yes
50-60,Female,Working Professional,7,9,0.5,4,4,-0.5,-0.5,-0.5,-1.0,-0.5,-0.5,100,1111,Physical,No
40-50,Female,Working Professional,7,7,0.5,1,3,0.5,0.5,0.5,0.5,0.5,0.5,1000,1000,Remote,Yes
60+,Male,Currently Out of Work,9,5,1.5,4,3,-1.0,1.0,1.0,1.0,1.0,1.0,1110,1,Physical,No
50-60,Female,Homemaker,5,12,0.5,1,2,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,110,1,Remote,Maybe
26-32,Female,Entrepreneur,5,9,1.5,2,2,0.5,0.5,1.0,1.0,1.0,0.0,1110,101,Remote,Yes
26-32,Male,Working Professional,7,9,1.5,1,1,0.5,0.5,1.0,1.0,0.0,0.5,100,101,Physical,Maybe
40-50,Female,Working Professional,9,9,2.5,2,2,0.0,0.0,0.5,0.5,0.5,0.5,1110,111,Physical,Yes
26-32,Female,Entrepreneur,5,9,1.5,2,2,0.5,0.5,1.0,1.0,1.0,0.0,1110,101,Remote,Yes
26-32,Male,Working Professional,7,9,1.5,1,1,0.5,0.5,1.0,1.0,0.0,0.5,100,101,Physical,Maybe
40-50,Female,Working Professional,9,9,2.5,2,2,0.0,0.0,0.5,0.5,0.5,0.5,1110,111,Physical,Yes
50-60,Female,Homemaker,4,4,0.5,1,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1000,1,Physical,No
33-40,Male,Working Professional,7,5,1.5,4,3,-1.0,0.5,0.0,1.0,0.5,0.0,100,1,Physical,No
26-32,Male,Working Professional,9,11,0.5,1,5,1.0,-1.0,0.5,0.5,0.0,0.0,1111,1111,Physical,Yes
50-60,Female,Working Professional,7,9,0.5,4,4,-0.5,-0.5,-0.5,-1.0,-0.5,-0.5,100,1111,Physical,No
40-50,Female,Working Professional,7,7,0.5,1,3,0.5,0.5,0.5,0.5,0.5,0.5,1000,1000,Remote,Yes
60+,Male,Currently Out of Work,9,5,1.5,4,3,-1.0,1.0,1.0,1.0,1.0,1.0,1110,1,Physical,No
50-60,Female,Homemaker,5,12,0.5,1,2,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,110,1,Remote,Maybe
26-32,Female,Entrepreneur,5,9,1.5,2,2,0.5,0.5,1.0,1.0,1.0,0.0,1110,101,Remote,Yes
26-32,Male,Working Professional,7,9,1.5,1,1,0.5,0.5,1.0,1.0,0.0,0.5,100,101,Physical,Maybe
40-50,Female,Working Professional,9,9,2.5,2,2,0.0,0.0,0.5,0.5,0.5,0.5,1110,111,Physical,Yes
26-32,Female,Entrepreneur,5,9,1.5,2,2,0.5,0.5,1.0,1.0,1.0,0.0,1110,101,Remote,Yes
26-32,Male,Working Professional,7,9,1.5,1,1,0.5,0.5,1.0,1.0,0.0,0.5,100,101,Physical,Maybe
40-50,Female,Working Professional,9,9,2.5,2,2,0.0,0.0,0.5,0.5,0.5,0.5,1110,111,Physical,Yes
50-60,Female,Homemaker,4,4,0.5,1,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1000,1,Physical,No
33-40,Male,Working Professional,7,5,1.5,4,3,-1.0,0.5,0.0,1.0,0.5,0.0,100,1,Physical,No
26-32,Male,Working Professional,9,11,0.5,1,5,1.0,-1.0,0.5,0.5,0.0,0.0,1111,1111,Physical,Yes
50-60,Female,Working Professional,7,9,0.5,4,4,-0.5,-0.5,-0.5,-1.0,-0.5,-0.5,100,1111,Physical,No
40-50,Female,Working Professional,7,7,0.5,1,3,0.5,0.5,0.5,0.5,0.5,0.5,1000,1000,Remote,Yes
60+,Male,Currently Out of Work,9,5,1.5,4,3,-1.0,1.0,1.0,1.0,1.0,1.0,1110,1,Physical,No
50-60,Female,Homemaker,5,12,0.5,1,2,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,110,1,Remote,Maybe
26-32,Female,Entrepreneur,5,9,1.5,2,2,0.5,0.5,1.0,1.0,1.0,0.0,1110,101,Remote,Yes
26-32,Male,Working Professional,7,9,1.5,1,1,0.5,0.5,1.0,1.0,0.0,0.5,100,101,Physical,Maybe
40-50,Female,Working Professional,9,9,2.5,2,2,0.0,0.0,0.5,0.5,0.5,0.5,1110,111,Physical,Yes
26-32,Female,Entrepreneur,5,9,1.5,2,2,0.5,0.5,1.0,1.0,1.0,0.0,1110,101,Remote,Yes
26-32,Male,Working Professional,7,9,1.5,1,1,0.5,0.5,1.0,1.0,0.0,0.5,100,101,Physical,Maybe
40-50,Female,Working Professional,9,9,2.5,2,2,0.0,0.0,0.5,0.5,0.5,0.5,1110,111,Physical,Yes
